fuID,fuID
ZONE_TS,LIM_BSL_092
ZONE_TS,LIM_BSL_093
ZONE_TS,LIM_BSL_094
ZONE_TS,LIM_BSL_095
ZONE_TS,LIM_BSL_096
ZONE_TS,LIM_BSL_097
ZONE_TS,LIM_BSL_098
ZONE_TS,LIM_BSL_099
ZONE_TS,LIM_BSL_100
ZONE_TS,LIM_BSL_101
ZONE_TS,LIM_BSL_102
ZONE_TS,LIM_BSL_103
ZONE_TS,LIM_BSL_104
ZONE_TS,LIM_BSL_105
ZONE_TS,LIM_BSL_106
ZONE_TS,LIM_BSL_107
ZONE_TS,LIM_BSL_108
ZONE_TS,LIM_BSL_109
ZONE_TS,LIM_BSL_110
ZONE_TS,LIM_BSL_111
ZONE_TS,LIM_BSL_112
ZONE_TS,LIM_BSL_113
ZONE_TS,LIM_BSL_114
ZONE_TS,LIM_BSL_115
ZONE_TS,LIM_BSL_116
ZONE_TS,LIM_BSL_117
ZONE_TS,LIM_BSL_118
ZONE_TS,LIM_BSL_119
ZONE_TS,LIM_BSL_120
ZONE_TS,LIM_BSL_121
ZONE_TS,LIM_BSL_122
ZONE_TS,LIM_BSL_123
ZONE_TS,LIM_BSL_124
ZONE_TS,LIM_BSL_125
ZONE_TS,LIM_BSL_126
ZONE_TS,LIM_BSL_127
ZONE_TS,LIM_BSL_128
ZONE_TS,LIM_BSL_129
ZONE_TS,LIM_BSL_130
ZONE_TS,LIM_BSL_131
ZONE_TS,LIM_BSL_132
ZONE_TS,LIM_BSL_133
ZONE_TS,LIM_BSL_134
ZONE_TS,LIM_BSL_135
ZONE_TS,LIM_BSL_136
ZONE_TS,LIM_BSL_137
ZONE_TS,LIM_BSL_138
ZONE_TS,LIM_BSL_139
ZONE_TS,LIM_BSL_140
ZONE_TS,LIM_BSL_141
ZONE_TS,LIM_BSL_142
ZONE_TS,LIM_BSL_143
ZONE_TS,LIM_BSL_144
ZONE_TS,LIM_BSL_145
ZONE_TS,LIM_BSL_146
ZONE_TS,LIM_BSL_147
ZONE_TS,LIM_BSL_148
ZONE_TS,LIM_BSL_149
ZONE_TS,LIM_BSL_150
ZONE_TS,LIM_BSL_151
ZONE_TS,LIM_BSL_152
ZONE_TS,LIM_BSL_153
ZONE_TS,LIM_BSL_154
ZONE_TS,LIM_BSL_155
ZONE_TS,LIM_BSL_156
ZONE_TS,LIM_BSL_157
ZONE_TS,LIM_BSL_158
ZONE_TS,LIM_BSL_159
ZONE_TS,LIM_BSL_160
ZONE_TS,LIM_BSL_161
ZONE_TS,LIM_BSL_162
ZONE_TS,LIM_BSL_163
ZONE_TS,LIM_BSL_164
ZONE_TS,LIM_BSL_165
ZONE_TS,LIM_BSL_166
ZONE_TS,LIM_BSL_167
ZONE_TS,LIM_BSL_168
ZONE_TS,LIM_BSL_169
ZONE_TS,LIM_BSL_170
ZONE_TS,LIM_BSL_171
ZONE_TS,LIM_BSL_172
ZONE_TS,LIM_BSL_173
ZONE_TS,LIM_BSL_174
ZONE_TS,LIM_BSL_175
ZONE_TS,LIM_BSL_176
ZONE_TS,LIM_BSL_177
ZONE_TS,LIM_BSL_178
ZONE_TS,LIM_BSL_179
ZONE_TS,LIM_BSL_180
ZONE_TS,LIM_BSL_181
ZONE_TS,LIM_BSL_182
ZONE_TS,LIM_BSL_183
ZONE_TS,LIM_BSL_184
ZONE_TS,LIM_BSL_185
ZONE_TS,LIM_BSL_186
ZONE_TS,LIM_BSL_187
ZONE_TS,LIM_BSL_188
ZONE_TS,LIM_BSL_189
ZONE_TS,LIM_BSL_190
ZONE_TS,LIM_BSL_191
ZONE_TS,LIM_BSL_192
ZONE_TS,LIM_BSL_193
ZONE_CZ,LIM_CZ_01
ZONE_CZ,LIM_CZ_02
ZONE_CZ,LIM_TS_01
ZONE_CZ,LIM_TS_02
ZONE_CZ,LIM_TS_03
ZONE_CZ,LIM_TS_04
ZONE_CZ,LIM_TS_05
ZONE_CZ,LIM_TS_06
ZONE_EEZ,LIM_EEZ_01
ZONE_EEZ,LIM_EEZ_02
ZONE_EEZ,LIM_EEZ_03A
ZONE_EEZ,LIM_EEZ_03B
ZONE_EEZ,LIM_EEZ_03C
ZONE_EEZ,LIM_EEZ_03D
ZONE_EEZ,LIM_EEZ_03E
ZONE_EEZ,LIM_EEZ_03F
ZONE_EEZ,LIM_EEZ_04
ZONE_EEZ,LIM_EEZ_05
ZONE_EEZ,LIM_EEZ_06
ZONE_EEZ,LIM_EEZ_07
ZONE_EEZ,LIM_TS_01
ZONE_EEZ,LIM_TS_02
ZONE_EEZ,LIM_TS_03
ZONE_EEZ,LIM_TS_04
ZONE_EEZ,LIM_TS_05
ZONE_EEZ,LIM_TS_06
ZONE_CS,LIM_CS_01
ZONE_CS,LIM_CS_02
ZONE_CS,LIM_CS_03A
ZONE_CS,LIM_CS_03B
ZONE_CS,LIM_CS_04
ZONE_CS,LIM_CS_05
ZONE_CS,LIM_CS_06A
ZONE_CS,LIM_CS_06B
ZONE_CS,LIM_CS_06C
ZONE_CS,LIM_CS_06D
ZONE_CS,LIM_CS_06E
ZONE_CS,LIM_CS_06F
ZONE_CS,LIM_CS_06G
ZONE_CS,LIM_CS_06H
ZONE_CS,LIM_CS_06I
ZONE_CS,LIM_CS_06J
ZONE_CS,LIM_TS_01
ZONE_CS,LIM_TS_02
ZONE_CS,LIM_TS_03
ZONE_CS,LIM_TS_04
ZONE_CS,LIM_TS_05
ZONE_CS,LIM_TS_06
ZONE_FISH,LIM_EEZ_05
ZONE_FISH,LIM_FISH_01
ZONE_ECS,LIM_CS_08
ZONE_ECS,LIM_ECS_01
